query_id,answer
BHqkB8hyVBLYjeJk,203bd20bd909376d a588f6a8c3cf7bb9 ea4b62cd245b9a77 fa8f3e2db701c980 8834dddb19f784d8 04a433604469adc8 ad86467ee810f2d2 219b726aaeaf24a6 86ed21b72a45fe76 f4310a574a8537ff 611804dbb9c68a4c a56fd64b3ff5130f 02041ecc093b5437 e1b4eba97b8c5240 6eb4a74791507649 3d94dce8c6582c6b 9bbba29b77e9b1af d65259183543728f f7bd6c612e4dbe56 295f73ab7eb6cfd1 36872ca77d9cc79f ba2b5290247dde5b e23e327b22211b7a b4017e6e7d3fded8 6b6f841304d177ae 9e21b8e5a71a0ea0 e7ca5f3fe4c7223d 8011065b14a4c338 52f65d310d04442c a5f683039464cdbf ef50c253de4b7247 f6cafc65bc477089 a90eac5917526597 871aab2dc46e0765 6e28821e5a681b5a cff075ddb5ecea8b fa2e60c159e58a9b b1d4ae159efb5b37 3762b4cd21a5311c 5292da6569706efe b74966a4a4bda98f 8d41bcd6245bfc44 0c067e5bd5bc2710 e8720005d644bc09 afd5f77a734f5878 e4f51e0805d52bdc e6fd0c4927b8ecfe 4524365f48ebcf8d 83bec311f883c43d 955dada2f9842dcb
dkPW1ez4OuJlKP6f,bd5db5a85cb5d137 bbf504a6b1a049c6 3273767a2bb49d6b 6584cfa935839cf4 ab5b5ba8f1cb89be ce7523dfe05215a7 a234a719880fd744 05f67f8e73f3eeca 08c03e3b1f19b3aa a49871d79f4b98ab b39e5854ab83559d 7afa7486462f252c d16c6aad87b0dd06 01346d7ab677a006 1fbd8eabfdbd4e18 0379f593b36a1dd8 cd22f02d9b107f02 d7eed8775adc0ba0 24dcada9402c5760 18e40dcee35f8a19 9bdfdcd2af8563de 4ded79793f35192e c59d6a728daa8d08 f5a84b4ef603a5f4 9f95f39e03a25ffe 806d23a4615e5841 e1d193c5f64dfba7 5e6990c777ec0d90 d358644b7d4cc307 ffb79ea3943662c8 90ca0ea2a53ee04d 1ac8a5b77e6a8c42 ce42b5f35d48e553 2e56aac6c3631389 eee1a3ccabea8e5d f7129adee5c58271 0e0bf288ff44dc3d c2a68365efd026e5 d1f6fbdc01dad1c3 15ddeecb930d4f8d f9949ef49168ffb6 2dbb67933540e667 233b9a944ae2c5e3 38c5b2e1ad821947 0622457858881bfa cf00805727f3c1df 631e399da3cac8fa 6653907c8b6f7c72 3367eb628d408f13 8c701d10e55df960
QcN46alMOqpAE50I,f9075c5549063c63 d3580e4f758a08a1 1e33b48ebfd2fc24 9e999755929baf38 7b8e2acd7edb4ddc fae41dd969a99050 eba2cc8c8ecef336 8d9c6c04212bf64b 647754b1f68e08d5 e3ac4995f4cd476a f032343ce917a26f b9144f0619e1ae69 610bdd79153340d1 0d1acb8159c9bae8 a85baed12dcffac7 cf8b881b52188f2b f5c0b6e975629ea7 eda2c60a89e63b56 b308d47410a46636 840845c4fe9ba442 c207062ef3be9dba 89d5e4a102328b0a 1f8ea6168f1bddb3 14ebba70f442932c ddd76295790c84cb 26388583fe42b87f cfd1607c20a6042d d3b3f80e584bfe0c 12a2f6af38d3966b 54f9fd5755051f69 a6fa0c2925fd4270 9591c3a5933d9004 10339996143c51c6 8a1fa17860c15448 d73aed04c5336798 c9160edbbb3ca1f9 d1ad16ff4131e6c1 d02230fe7148d272 55964971af6b449d ee6a87be5b2b27dc a7f35089b33b1d4a 693ef6cd6ed5ec8e 002710614262dbcb 4a8fe1c2426e9eab d72fa9ba9554dded 522883edf050c18f a4769b1b3fd6de7c dc63051927b33263 69ffcfc7c14913f7 4ad43a66447d4ef0
Q4BzK1C2QbMpWats,671ec869f80e7688 20e2792b14789745 841b9ab0f8027e7a 7cc855258cf6ed7e 0471c8f2cd3fe2f3 5c42e75509da8ef4 67c7c49bfaab55f5 67c769c0188cee26 7d85212d723de304 453636b090c3d49d 9be59b6411cf11cc 167627f1ca07c2f6 efb884a729e258b4 d7dee04803e8d990 08c8ec546c71428a 811ef25ecf305ae1 a0c0ef62c80c3510 4acd13afc12253bd ce6223ec03da1d47 97dc61e01a914a8e c0d26133a251808b 31e3866988c7ec43 6596cb8019e490b5 04caa36b5c593e18 c606ee82ee3aea6d 36277805b03a56c5 c913a66658074d96 4963bc89ba5388bf 93b8d7b11253295e 59576423fe00e3b2 e213b1a138b0dbc9 ec37406adf01737b 935a7a8c18a23101 4528b55ecf2093a9 5ed17bc9c21552b5 cc7ada1761eda41e c5b355d18f2397b6 9ccdaa533a349c96 6269b20c647037dc 64200016fb208432 4976b26971e537e7 fdafca8b9e0bbca3 1679ce51048fd777 33aa5b4dfbe5576d c886223eb1ee1793 4acb33166aefd7db c970091109ef8481 e33735e0e0015448 4078c5459b280b1d 7456d5674340cd07
94UtW5eRuV3rcDEO,3c20d09240795139 61dcb2a462e54b70 524274c2d227d660 89ce608eb7222ea7 72400063523b73ef 4729f8de96814711 bf121ca8e63ea494 cdd9f749958d3f82 ab18ad965eb4d116 0bc88004234a9cb7 534bcf271df0cce8 035a00c2e4b35638 6a6e82769b7332e7 6fabf64c0905fc3a 2b4ff456455572a4 a8b0ce6a110be36a 404f16957146f0aa 5d552370ba268cbf 685218bb0c175119 e5ac544203bcdc59 414d5d20f42c1c6e 4be995432f1cc4fd 34d60400605d36fd a91f698bc47afc1e 87c690d45a25f35b dbe0c973ae6437c6 cfa642f8e82ae713 603a344335443ca6 ab2fe5063136ef8d a0f60cd9dd6cdc83 81be230dd06e8862 8d43e2e72921f694 9874707b293a0589 1f3133f5bbe99e4b 73e0995ef4d2145f e6b388ae684d5a72 54b29f6e0bb450e1 67aaae3e111c0976 a695777bb7344227 fc1db7b860dc7529 98d8498571f09c18 8f638f1be5480f28 10397e233d5c55e3 5fe42bd31e0ce43f 746b4bf30e7c91e8 8b862c8f0998eb01 1450a7c1e5bd2721 dec85246d325e30c 1a0e58a958856a25 60ad998bf89d045a
6dYxIAlZOriT6SHH,a4fb1fc05743e013 8d8024054828e9be 9ee2b11a31a70cf5 2aed19e73962d863 65c405ebfb147129 b5e26b462b1aef93 90b3f8b06894c1b6 8218df0a3a3748b8 a50929967895f818 0af686fb84b9b92f d2b9491fc7a439cc 974542c247cafa42 3dca7ae07ecdb386 9e220e973eb16cea b0b86882f0584d34 c90b018b9116a632 040538f9a0254a99 3edf9ee666855377 b2cc1ae244c6b85f 919784e4592095bc 8a25c667dcca8b38 e0b2c025293f7146 2ba499cdac8f4646 e9e1e3c16e984182 a1f89a5af43b9a19 5cad0ac6e995c630 fd66068dd6ea25e9 33bbaad367e21213 5b626abedfd9f773 ef22fd7061edc3a9 da7dc4d297aef6eb e5b8300d9192bf16 e2a5b929bae99d57 6f7ac81ef73a5837 ad17e496eca1e630 439eb894ba7fcb14 1f83788a1b0e2ef3 66fcfff959aef409 c3e4df719264dbd2 e289cd35cb30f3c5 616137eeb40fbedc c6a5f50529bacb91 c686049bbee00d80 72e928bf4719ba58 e220acd7df81a59e 5ab9577cb704aa9f 5ac85ac00cfa19c4 4a87e6a489365340 a84eafaa56ff5697 421cdf966421ab9c
moFmX6XQY5SEz9hU,9879311b1681e073 df54b3f7497d69ed 2ac8f3a653a3eaf5 8cb482057f19610a e15ec8d2e5920abd e2613b0dab30d6f3 445eec11e8ccda32 8942532f249e1d54 ff8c83488b07936e 63dfe0ca46ac8063 84653afed4262adb 5a77d476d355ef99 c38eaca8f33609a0 d0e4967dfe1101db 5f0af11c55c93f37 f5de2ec16f211a23 6d9043d370b9256b 21afe7016160704e 1c7fb1eb5fa9f23f 20277fdaf89ff58f cfcecefd6ef84b55 1e24a2caf7db8d2f 2c1a9e98964ac2e9 bf66c5bde034e509 63229d195b66275b db05a38694ba70c3 ea678b8d36451645 f338dc60ed5fa61b f82a20b60a8188cf beaa3cdf9e479a53 f7a08c7813ee1cc7 fb72f048dd7a014b 36eff9b9a7e29644 2299e55af3e1d34c ca4f1545aae9664c 8e7b4a439bada54c bbfe0f8454ef40ef d46529deee40cdde 0046c4b5f897e21d cfd4e8ec17e1fde3 25efb9aae200ea73 05d2cd5f312fb219 59dc3da62ce75b1f 8b28ecd85f97c622 c65e1b569a7c5d39 496250c292cccfa5 e239892c841076a4 7bd1680eb3caf088 d8b1981ed6e55190 f6512b380f8b2e9c
R66chaldEN0epFjt,0fc323ba42b4e297 99504a447db7c9e4 4d8de295c89f1532 ed7535b081298136 2e3ea7cf3cac3fef c24ce13d01895854 5645052abdec64ee 58c60077ba4e94e9 2bd33044d79aa561 69fcee637df221af fad350ff33deeca7 bdfce93504afe108 d85ac15a3fb338cd d7c119f222db17c3 706aef11c086f2cc 7affd05a2c12258b c7c36cce492b4cc1 b65b43e4addfb8a1 2712af160c36ee0f c6f6d13ccf5e1527 bb33e6c78f0ce27f e175a70897c87e83 4ed60a213448e787 bd3c20af6671ec49 6f6c36575d8e3a5e de698aaed82b026f 03f146fca0626a82 4068ab9db47a18c9 2c284338283cd0b2 1c383865e2b1f142 449c05b19a9b84f5 305b77574dd8a3b4 dd935766cd1f4640 db3255a7af2edfbb 100a93105d2db32b b95e0c8db8ace260 d6c6a7e4de61a08d 45c28fd6260b744b d8c9cf470d09907a b06b0b1fe753f9e2 b7aa347ca120fdcf 9d0fc4da3ea605c4 eb0abfd4872c12c8 209ac5ae084ea1e8 66544c66336afe36 f231ca9d7eaea003 eab2b799ef51fef1 7e10f0dbb06fbc17 bc2202600cefcef1 eb8f87788654db99
LeWIzjoTRN8saOxg,a97a60e0b0c7371c adcdff6300cac5e8 6094c5b0a8227850 21d795ce5d12a1a7 59ad84f75ee98b4c 306a6fcc24b3c9bf ff62e9f24bca34c4 5ca4d12a7066a061 bd2296ed4cea9659 c9ec99ffcef43ebb d36b76ffcde18075 0aa4988f7527044f 3086070c012c8e23 b351b2435b10dde2 0b7c0b04d3858dae 236cfc946d46f64b 0fbe3bf393bd7462 b495056ef40d11d9 74d109ec13995ce9 c0dfe8e3e9c7d31d b02d4ff96e1d8eac 0904dcce0360d5b6 8e7e64c30f92b48b 74012473ecb6f929 dc5e6c841fe80b8f d400282b720cc795 a4c4f780d720ea71 6a1402ef66bbdd4d c288d0798a4b5a66 e5bd0eef9b7217a3 6557cc5d11d0fbf7 3817da59d8a460f0 ce412ba63a3567e1 35fe26d7ff039862 132b0768a0afd84c 6129b43b7272730a 4c4a9f35845839ad f838a0b7f0e285ad db380030381b69ae 6edf6b69fecf5fb6 c06a4a823f8dcd23 fc897546b48ed616 2c3bceeeec1cdbfb 0fdacb5f72a4b0e3 9ec1e2f55fd9e653 ce8aab5622babae1 3c47580490bd2bed ca8a71860b6dc037 7f97fd7c949af768 27e34999a45f6a89
YeC06bC3Bws9SfaN,15d6c65ea742a8ff 2077e588b04a1f3e eafb0d921301d2fb c693679ec1d0ffb5 33e603bb72cd311c 075f0e435e410bb6 9f0991316bd710b5 73ec7717c33a0bc8 27d6424908ffbd80 44c3a0c85aafb858 0d14050b90c7539f 731d59964ef422c9 c6158aeb65364c32 73502d224d30ad09 6331e804af6e98a8 cf76823d50532023 e3ac22ed35f2faeb c0da89b71d346050 c729acbe1f3b7353 d7ae79dcc88246b7 d27574387b8bf91f 10befce1be3d31e3 1116edeb786f243f 4004b42056a24589 b7cff526d5e4ba06 c3dbf79930898026 95473a18d12c887a d71db9f4415ec353 1c1e203688f6f5b6 44ab2d0ae836a345 f63feac1b860118c ed9fcf44928fbfe8 9e6eabec90b58b06 130d7168869f5535 292f39d3a50874cc d8b17e572ca0d51e 56fdfb816d53d625 aeadd019ceb0877e 2a13567f12be3269 ac00e7207c635e08 8b09ec5d07579dd1 6c631488ea544c7b a74f806123fb7678 3171128c48df530c bb0b959de6dbfa1a 6efab6b866595117 f56298ca10f22e2f 9d64cc94b8a44f2b 36063905268a4cc0 1bf351ce6354fbe5
Mkw7pexvDmMpFdzO,57ff6765aa00ff0b 1c1d824f508ccdc1 6b616bde25aca76f 58716aa0aeea0499 b12d7d2e14bdc55e f2eb2c9c0517c9d2 92dedd578ad31740 8ef378dd9209e56f 54f4b4f894fec8c6 3dd5f7dbeb3fa3f3 db4bbbc20cecbb59 97895d0e01430afd a0a387ce1ac24b84 b4522af9085468c8 ce1965850e038a5b f88c981aaccd877e bcef0e8ac0930e5d bfd90d86d2d62902 39f6da7bac4fafa6 f2d0a35333fe0d2a 2f6d35e4d0253d51 6ec72a27d05b1f0b 0b9f31a6f8d314c8 3a3c151137376980 61e2607ae8e3d2b4 63d2a51550d05068 d0baa1eb8fe6f599 d07e157f6c48efe2 93f1aa6302d6eb79 8ef0340895b0d3c5 cd5a4b2c1dbb8730 b66bce5756a7edf1 1482a46fbe69df8b 8709fe0e8097e167 08a0692156bd584b 9d87816c165c3bb7 904f0d3c148e2ac6 68582a51503a4932 b632e26cd8a4293c 979b129e1029c530 1e5e16e0244c7320 caf02659e92ff95f b379058bb079bc78 f3ae25b17f14ea10 8fcdd74b4c566d94 02bf621cc7eab821 14e850574c653d16 8b1a90772e8d1248 8dd4fc05997426a4 a568b65e771bfa40
M1yUaCX37j5UCE6M,fe8113c31dd663d5 55f8ece9056e50f8 051d2861e217e7c4 0fbba4484e5590fb 8fa7b4c1988a2c6e 1b63c0257f6bbffb 1417f9615d7d4209 ef72179daa448367 2340858f580b8f2b 69b23aa6257b66ea e586f6befda610ef ecc0c384cfc32e9c c95b0e54afa46cf1 35b0ae8da97bbbbb 801065f01ec7471d f1851cf6327922db 10b283285b9899da 93e68cf7ffbfef7d 9c54bb56f1427778 7127da7f3cdc1aec 3a70bcb3086fd54b 4711aadf17749757 fc384d140cf0de2b d94a7c9b4521b16a c42d3089733a1661 5508ebe97dec3a2f 2344293f88a7c905 f38cc553686859ce dd7cf0a536ef2d77 2543cfa43fa54f0a 1a0aac9a89c5233b 174ae15d0d98ab0e 67bc5e55eea5bd81 2ba585d8ff4f4b46 492152186018d6f0 e865dce4e3da9478 e47b20ed07d263c4 6689a5e5859c260f 9fb8f691078e2f23 da0012e0276ed2d6 e466cbf8dff593f5 67b6e4e124768bfc 4e431c9ab03fee8e d3afc8bbda96499f 2a78ae0fb644e2f7 6325fff44326fafb cc25e7b75c1583d9 b96cce5ffd126cca e0a31167fbdcdb35 7ee7332ac6da9e7d
qICpl1nghlMbD1sQ,f86a9d1243df3b56 1d9cf7f8484882bf 6879876d12974c1c e8b75e53d19a2185 a5526b66afbaff6a ae43fb3eb66c4bee 6ff991315ab63238 e69c0e48e6d6663a 3abe26891ca22be7 36ca8b412025a827 638df4ff333c78ba 90d6328d5c4dea0a 82edabfb3f0ee638 f5ae6ba3a7c969f8 6a9b6c5dac7f8681 99a31d9e5bd6eda8 bdd1d6d77b68d2e7 5d9271379d848806 d47993d04b026aee 7cedf862500f864a 01a3b5a401f6ef29 b1798c0f3792fde6 477469f3115b08d6 d8ec688d0aaedf25 3ad11bbac9368352 e0c00651ceadf30a 6fbc07917bbdaab5 66f2cffe01ccce65 fe74931c81a80ed8 e3d8b8ea9c3a2a72 fc976865174484c3 8bf45e3f2a30eb0a fabda12531973707 e31964dd745a581d f2585d74397aaed2 f6d1b59d9acb225e 4e84f1f29fe540fa 680f5e7028e13737 de430ecbe6135745 88e608289b1c3e3d 5822aeb9f455ac6a 61fc3caf93d780b6 fb25d9a2a8dc6b1f e762c3b78b9a6fb1 6f9aecad2094172c 907b33d15ddd56c3 06a4d1eb018b2c0a 516596aa025155da f28d2543024a7d0b 86bec06ff9d7fe65
