query_id,answer
BHqkB8hyVBLYjeJk,a588f6a8c3cf7bb9 203bd20bd909376d ea4b62cd245b9a77 8834dddb19f784d8 fa8f3e2db701c980 04a433604469adc8 86ed21b72a45fe76 219b726aaeaf24a6 ad86467ee810f2d2 e1b4eba97b8c5240 9bbba29b77e9b1af 6eb4a74791507649 295f73ab7eb6cfd1 02041ecc093b5437 a56fd64b3ff5130f 611804dbb9c68a4c e23e327b22211b7a f7bd6c612e4dbe56 3d94dce8c6582c6b ba2b5290247dde5b a5f683039464cdbf e7ca5f3fe4c7223d 36872ca77d9cc79f ef50c253de4b7247 8011065b14a4c338 f4310a574a8537ff 6e28821e5a681b5a 9e21b8e5a71a0ea0 f6cafc65bc477089 b4017e6e7d3fded8 6b6f841304d177ae 4524365f48ebcf8d a90eac5917526597 3762b4cd21a5311c 9d0d9e73fb885f2d 955dada2f9842dcb 871aab2dc46e0765 edb71c4a334651b4 baea4f783c8f0a9e 2dc607de98f4ed18 b1d4ae159efb5b37 b74966a4a4bda98f 589c0d7a4e77f03a e6fd0c4927b8ecfe 6ef53a49802dae7b 77591840de7e9360 5292da6569706efe 0c067e5bd5bc2710 d65259183543728f bbdcb85e9def7e9e
dkPW1ez4OuJlKP6f,bbf504a6b1a049c6 3273767a2bb49d6b bd5db5a85cb5d137 6584cfa935839cf4 ab5b5ba8f1cb89be 05f67f8e73f3eeca 08c03e3b1f19b3aa a49871d79f4b98ab ce7523dfe05215a7 a234a719880fd744 b39e5854ab83559d 7afa7486462f252c d16c6aad87b0dd06 01346d7ab677a006 0379f593b36a1dd8 1fbd8eabfdbd4e18 9f95f39e03a25ffe 24dcada9402c5760 d7eed8775adc0ba0 18e40dcee35f8a19 4bbb6cf166d6242d f5a84b4ef603a5f4 9bdfdcd2af8563de 90ca0ea2a53ee04d 2dbb67933540e667 c59d6a728daa8d08 ffb79ea3943662c8 829de623e3057ff4 d358644b7d4cc307 4ded79793f35192e 806d23a4615e5841 2e56aac6c3631389 403f2999dcc7b740 f9949ef49168ffb6 cd22f02d9b107f02 a998b2daeafd171b f7129adee5c58271 eee1a3ccabea8e5d 83b57f6e2fbe6cf0 d1f6fbdc01dad1c3 fd88a4874a9d10d3 20949310aa7d18b2 2d4cf41b40e79793 289fdf9932be6318 cf00805727f3c1df 8e8af64394503d23 1ac8a5b77e6a8c42 530b319de7efdbec 631e399da3cac8fa 0239f8a55c21711f
QcN46alMOqpAE50I,f9075c5549063c63 1e33b48ebfd2fc24 7b8e2acd7edb4ddc 9e999755929baf38 fae41dd969a99050 d3580e4f758a08a1 eba2cc8c8ecef336 647754b1f68e08d5 b9144f0619e1ae69 0d1acb8159c9bae8 610bdd79153340d1 8d9c6c04212bf64b e3ac4995f4cd476a 840845c4fe9ba442 b308d47410a46636 a85baed12dcffac7 cf8b881b52188f2b c207062ef3be9dba 14ebba70f442932c 54f9fd5755051f69 26388583fe42b87f d3b3f80e584bfe0c 12a2f6af38d3966b ddd76295790c84cb 1f8ea6168f1bddb3 9591c3a5933d9004 10339996143c51c6 a6fa0c2925fd4270 cfd1607c20a6042d f032343ce917a26f 89d5e4a102328b0a f5c0b6e975629ea7 eda2c60a89e63b56 522883edf050c18f d72fa9ba9554dded 4a8fe1c2426e9eab a4769b1b3fd6de7c d1ad16ff4131e6c1 d73aed04c5336798 ee6a87be5b2b27dc 55964971af6b449d d02230fe7148d272 dc63051927b33263 002710614262dbcb 3cb67591cbd8ec55 a7f35089b33b1d4a 69ffcfc7c14913f7 b2ab42b455d84e47 4ad43a66447d4ef0 fdfd5f15003a8422
Q4BzK1C2QbMpWats,671ec869f80e7688 20e2792b14789745 841b9ab0f8027e7a 7cc855258cf6ed7e 0471c8f2cd3fe2f3 67c7c49bfaab55f5 5c42e75509da8ef4 d7dee04803e8d990 453636b090c3d49d 811ef25ecf305ae1 a0c0ef62c80c3510 08c8ec546c71428a efb884a729e258b4 167627f1ca07c2f6 9be59b6411cf11cc ce6223ec03da1d47 97dc61e01a914a8e c0d26133a251808b c913a66658074d96 67c769c0188cee26 7d85212d723de304 96f36cd15a612a3c 81b0070804884a82 46ff23ac886cab57 59576423fe00e3b2 a4c2a445606a99d2 e213b1a138b0dbc9 4ea4678bde0e40b9 a3a3cfea1a0e8aec b4444c8d4ef3ae4d 5d190b23f51861a8 c606ee82ee3aea6d bc3470cf2e851965 bded47f70da9249f 6f2a9a157e3c8127 ad54030f161f86e0 935a7a8c18a23101 ab7eda7453dc4744 6ef4517f34f4a79d ec37406adf01737b 93b8d7b11253295e 4acd13afc12253bd c5b355d18f2397b6 95e112fcf2bcd344 004ec68f0975624e 46cef3bbff01cc98 48df650a90cf3709 4521030395d5682f d264956dc7321e3b f3848ddae8c0c37f
94UtW5eRuV3rcDEO,3c20d09240795139 61dcb2a462e54b70 524274c2d227d660 72400063523b73ef bf121ca8e63ea494 4729f8de96814711 ab18ad965eb4d116 0bc88004234a9cb7 6a6e82769b7332e7 cdd9f749958d3f82 035a00c2e4b35638 6fabf64c0905fc3a 89ce608eb7222ea7 2b4ff456455572a4 ad5139fd78a41fe1 304706946e182505 6a043732072918dc a8b0ce6a110be36a b432dd20d7370b83 534bcf271df0cce8 e8c8455d23f681b5 87c690d45a25f35b 84a424b4414ed0e1 fc1db7b860dc7529 e6b388ae684d5a72 8d43e2e72921f694 9874707b293a0589 1f3133f5bbe99e4b cfa642f8e82ae713 81be230dd06e8862 59b42044479905ca 404f16957146f0aa e5ac544203bcdc59 10397e233d5c55e3 454cd854cf16f9d7 8b862c8f0998eb01 5d552370ba268cbf dc7c5a6e928b1e1c c7867980b064e6c6 a91f698bc47afc1e dbe0c973ae6437c6 6f78e5e4fd94115e 57edb32ebbf3af34 a0f60cd9dd6cdc83 603a344335443ca6 f792868af775b595 54b29f6e0bb450e1 c84aba1aebb8698b 0eb2ed74a1d865c5 ab2fe5063136ef8d
6dYxIAlZOriT6SHH,8d8024054828e9be 9ee2b11a31a70cf5 b5e26b462b1aef93 65c405ebfb147129 a4fb1fc05743e013 2aed19e73962d863 8218df0a3a3748b8 d2b9491fc7a439cc 974542c247cafa42 3dca7ae07ecdb386 8a25c667dcca8b38 c90b018b9116a632 e9e1e3c16e984182 0af686fb84b9b92f 919784e4592095bc 5cad0ac6e995c630 ef22fd7061edc3a9 a1f89a5af43b9a19 90b3f8b06894c1b6 33bbaad367e21213 0b07ece2fc47ed5b 2ba499cdac8f4646 9e220e973eb16cea 8f78784776a3a259 11e0d1955c89306b b0b86882f0584d34 a50929967895f818 bb733003c0cc33d6 439eb894ba7fcb14 2b3c821414e9643a e5b8300d9192bf16 66fcfff959aef409 cdcee7151bd9fc1d da7dc4d297aef6eb b7acb9a09dcd1b48 6f7ac81ef73a5837 ad17e496eca1e630 988a0a561ff9f0a9 040538f9a0254a99 3edf9ee666855377 b2cc1ae244c6b85f 9b22d293a529ac3c a027ff7b868b62bc c6a5f50529bacb91 ddb181adf731b73c 4869fdd01b88bf89 17e2965828a958b9 bb55c5150d6c332c 72e928bf4719ba58 c686049bbee00d80
moFmX6XQY5SEz9hU,df54b3f7497d69ed 9879311b1681e073 2ac8f3a653a3eaf5 8cb482057f19610a e15ec8d2e5920abd 445eec11e8ccda32 e2613b0dab30d6f3 8942532f249e1d54 f5de2ec16f211a23 5a77d476d355ef99 6d9043d370b9256b 1c7fb1eb5fa9f23f 1e24a2caf7db8d2f 21afe7016160704e cfcecefd6ef84b55 ff8c83488b07936e 63dfe0ca46ac8063 63229d195b66275b bf66c5bde034e509 84653afed4262adb d0e4967dfe1101db f338dc60ed5fa61b 5f0af11c55c93f37 ea678b8d36451645 2c1a9e98964ac2e9 1e71d883c20c90c2 27c19e6e5d416391 2299e55af3e1d34c f82a20b60a8188cf 20277fdaf89ff58f e239892c841076a4 d46529deee40cdde c38eaca8f33609a0 bbfe0f8454ef40ef e149c3013c8274da 835e72268639dd09 ddf05bb3413be9ac ca4f1545aae9664c beaa3cdf9e479a53 1e481248f4d31358 36eff9b9a7e29644 920f37ddeba21964 db05a38694ba70c3 1f6304600d5c0a9a 25efb9aae200ea73 05d2cd5f312fb219 94e5c58453da58bd c65e1b569a7c5d39 481bcbddf2a5b179 039da587d36802ed
R66chaldEN0epFjt,0fc323ba42b4e297 99504a447db7c9e4 ed7535b081298136 4d8de295c89f1532 5645052abdec64ee c24ce13d01895854 bdfce93504afe108 d7c119f222db17c3 d85ac15a3fb338cd 2e3ea7cf3cac3fef c6f6d13ccf5e1527 fad350ff33deeca7 2bd33044d79aa561 58c60077ba4e94e9 706aef11c086f2cc bb33e6c78f0ce27f 69fcee637df221af 7affd05a2c12258b b65b43e4addfb8a1 45c28fd6260b744b 100a93105d2db32b 2712af160c36ee0f d0b324933fe0b56d 006b9e0de279c1bc 1c383865e2b1f142 e175a70897c87e83 bd3c20af6671ec49 2c284338283cd0b2 7fe3401678eee538 4068ab9db47a18c9 6f6c36575d8e3a5e dd935766cd1f4640 d8c9cf470d09907a de698aaed82b026f c7c36cce492b4cc1 03f146fca0626a82 61f06df233dba4c1 54e9954ab5c40b1b 47b07fe68e63a8f6 449c05b19a9b84f5 db3255a7af2edfbb 4ed60a213448e787 eab2b799ef51fef1 f948dc0d64569efd c9cb7efb41524ea1 b7aa347ca120fdcf 7753d56977ddcf26 d6c6a7e4de61a08d b145f5d802c70182 0e6ababf746b094f
LeWIzjoTRN8saOxg,adcdff6300cac5e8 a97a60e0b0c7371c 59ad84f75ee98b4c 21d795ce5d12a1a7 6094c5b0a8227850 ff62e9f24bca34c4 5ca4d12a7066a061 bd2296ed4cea9659 0aa4988f7527044f c9ec99ffcef43ebb b351b2435b10dde2 0b7c0b04d3858dae 236cfc946d46f64b c0dfe8e3e9c7d31d b495056ef40d11d9 0fbe3bf393bd7462 74d109ec13995ce9 0904dcce0360d5b6 dc5e6c841fe80b8f b02d4ff96e1d8eac 74012473ecb6f929 306a6fcc24b3c9bf 6a1402ef66bbdd4d 8e7e64c30f92b48b 3c47580490bd2bed a4c4f780d720ea71 6edf6b69fecf5fb6 c288d0798a4b5a66 d400282b720cc795 db380030381b69ae 4c4a9f35845839ad 6129b43b7272730a ce412ba63a3567e1 9ec1e2f55fd9e653 3086070c012c8e23 132b0768a0afd84c 0fdacb5f72a4b0e3 c06a4a823f8dcd23 ca8a71860b6dc037 e5bd0eef9b7217a3 6557cc5d11d0fbf7 d36b76ffcde18075 40c39f40ad41d4b1 7f5f3acf27a0b9d4 f838a0b7f0e285ad 7f97fd7c949af768 5ed85f8bc3d20074 3817da59d8a460f0 35fe26d7ff039862 97ac0228fcbf4a4e
YeC06bC3Bws9SfaN,15d6c65ea742a8ff 2077e588b04a1f3e eafb0d921301d2fb 9f0991316bd710b5 c693679ec1d0ffb5 27d6424908ffbd80 075f0e435e410bb6 73ec7717c33a0bc8 44c3a0c85aafb858 0d14050b90c7539f c0da89b71d346050 a99f259b9c43c36e cf76823d50532023 33e603bb72cd311c 731d59964ef422c9 6c631488ea544c7b cef0f039bd5bae71 1fea6d0ee3b38f32 d71db9f4415ec353 5bbf6ad52f51869f 36063905268a4cc0 997e1cea33c4251d e95f452bb6921b0c 30e7e1e25f454abd 73502d224d30ad09 72c62cfa1f6bed83 77e8fa425fd47d2d aeadd019ceb0877e a0e55ec4f3d817a7 d8b17e572ca0d51e 6331e804af6e98a8 fe2f2c7dec761b61 516023a085a94273 c518220aeab7ac77 7824a0f513e134d4 a1a498e8749acd54 6ada5baa3c982968 eb692789f174c1b1 b44b598ecdab3f68 c6158aeb65364c32 e3ac22ed35f2faeb 10f0eb0d5af774b2 4f0e2402e972b479 21e98f8522b72775 10befce1be3d31e3 73da23eb53c33360 8cdac56e78648908 c729acbe1f3b7353 b7cff526d5e4ba06 44ab2d0ae836a345
Mkw7pexvDmMpFdzO,57ff6765aa00ff0b 1c1d824f508ccdc1 6b616bde25aca76f 8709fe0e8097e167 61e2607ae8e3d2b4 d0baa1eb8fe6f599 d07e157f6c48efe2 63d2a51550d05068 b66bce5756a7edf1 b12d7d2e14bdc55e 58716aa0aeea0499 cd5a4b2c1dbb8730 b632e26cd8a4293c e42fa166d9d7406f c225f2e7287a2ece 93f1aa6302d6eb79 93f6be36d0c4229e 43a2c15a85ac7569 68582a51503a4932 4fc6fe632675aacf f2eb2c9c0517c9d2 db0df855bdf10ce2 89f530c7d0d64444 cf694d05a493ba91 18e9ac405dd765c4 1482a46fbe69df8b 673b7928cd3c7cee 60f14f2b2c181d04 6fa18aaef85e1784 92dedd578ad31740 057a9ffa9e9cbde4 a4c6389a971e3ecc da2e9400736586c5 59763bdc08bd4d0b 169b13b94c74361e 9aeeb7e386511f60 11b020e930bd80ac 9d87816c165c3bb7 858548e75fe9b034 8ef378dd9209e56f 54f4b4f894fec8c6 bc54445527b3cf96 8bd5602e62b11c03 528c0ce70f854ac4 55f0e986fc918ab5 2205f56b4899e827 4e30e0eef5a76a49 187cfbb377500017 0ba278665a638a6c 7da24a70c453676f
M1yUaCX37j5UCE6M,fe8113c31dd663d5 55f8ece9056e50f8 8fa7b4c1988a2c6e 0fbba4484e5590fb 1b63c0257f6bbffb 051d2861e217e7c4 1417f9615d7d4209 2340858f580b8f2b 35b0ae8da97bbbbb c95b0e54afa46cf1 f1851cf6327922db 10b283285b9899da 7127da7f3cdc1aec e586f6befda610ef 2543cfa43fa54f0a 801065f01ec7471d 69b23aa6257b66ea 5508ebe97dec3a2f 2344293f88a7c905 ef72179daa448367 9c54bb56f1427778 4711aadf17749757 1a0aac9a89c5233b 3a70bcb3086fd54b 174ae15d0d98ab0e ecc0c384cfc32e9c fc384d140cf0de2b 9fb8f691078e2f23 4e431c9ab03fee8e da0012e0276ed2d6 c42d3089733a1661 b96cce5ffd126cca 67b6e4e124768bfc 6325fff44326fafb 93e68cf7ffbfef7d 2a78ae0fb644e2f7 dd7cf0a536ef2d77 8c5aec51c1d380ad 5967d645ccac4dd7 e01d72c130019980 e47b20ed07d263c4 e466cbf8dff593f5 682f73346ffa8324 01201cec269da2ec 84f2fae6303f31de 8f4ea07820363d68 d94a7c9b4521b16a d3afc8bbda96499f 7f5d6c144cdfd4a2 a9438720215cf72b
qICpl1nghlMbD1sQ,f86a9d1243df3b56 1d9cf7f8484882bf 6879876d12974c1c e8b75e53d19a2185 a5526b66afbaff6a ae43fb3eb66c4bee 3abe26891ca22be7 36ca8b412025a827 90d6328d5c4dea0a 638df4ff333c78ba 82edabfb3f0ee638 6a9b6c5dac7f8681 f5ae6ba3a7c969f8 e69c0e48e6d6663a bdd1d6d77b68d2e7 5d9271379d848806 6fbc07917bbdaab5 e3d8b8ea9c3a2a72 6ff991315ab63238 7cedf862500f864a 99a31d9e5bd6eda8 d8ec688d0aaedf25 e0c00651ceadf30a 3ad11bbac9368352 66f2cffe01ccce65 d47993d04b026aee 477469f3115b08d6 b1798c0f3792fde6 13042035f041ca90 2242be2646a27e02 fc976865174484c3 01a3b5a401f6ef29 fabda12531973707 907b33d15ddd56c3 e762c3b78b9a6fb1 f2ee877494f3f7ba a8df44f10c173e1b e31964dd745a581d f2585d74397aaed2 88e608289b1c3e3d 61973ab99f664ee9 f6d1b59d9acb225e 06a4d1eb018b2c0a 4e84f1f29fe540fa fb25d9a2a8dc6b1f 3cde410536706859 680f5e7028e13737 5822aeb9f455ac6a ce5de297f71be11e 79de85355796b27e
